Iteration, PSO,ECPPSO,ECPPSO_GA
94,79.7222,85.8889,93.5833
95,79.7222,85.8611,93.6111
96,79.7222,85.8333,93.6667
97,79.7222,85.7500,93.6667
98,79.7222,86.1111,93.6667
99,79.7222,87.4167,93.6667
100,79.7222,87.7222,93.6667
101,79.7222,88.0833,93.6389
102,79.7222,88.2500,93.6389
103,79.7222,87.8333,93.8333
104,79.7222,87.6111,93.6667
105,79.7222,87.4167,93.6667
106,79.7222,87.2778,93.6944
107,79.8056,87.8056,93.7222
108,79.8056,88.3611,93.7222
109,79.9444,88.5833,93.7500
110,80.0278,88.9167,93.8889
111,80.0556,88.8889,93.7500
112,80.0833,88.2778,93.8333
113,80.0833,88.1667,93.8889
114,80.0833,88.1389,93.8889
115,80.1389,88.6667,93.8889
116,80.2222,88.8333,93.9444
117,80.2778,88.7222,94.0000
118,80.2778,88.4722,93.9167
119,80.2778,88.2500,93.8889
120,80.3056,88.4444,93.9444
121,80.3056,88.8889,93.9444
122,80.3056,89.3056,94.0000
123,80.3056,89.5556,93.9722
124,80.3056,89.6667,93.9722
125,80.3056,89.6944,94.0000
126,80.3056,89.5278,94.0278
127,80.3056,89.7222,93.9722
128,80.3056,89.5833,93.9722
129,80.3056,89.3611,93.9722
130,80.3056,89.3611,94.0278
131,80.3056,89.4444,94.1111
132,80.3056,89.6111,94.1944
133,80.3056,89.8333,94.2778
134,80.3056,90.1389,94.2778
135,80.3056,90.0556,94.2778
136,80.3333,89.9722,94.2778
137,80.3611,90.1667,94.2778
138,80.3611,90.1667,94.2778
139,80.3611,90.1944,94.3333
140,80.3611,90.4444,94.3333
141,80.3611,90.4167,94.3056
142,80.3611,90.3056,94.2778
143,80.3611,90.3056,94.3333
144,80.3611,90.1111,94.3333
145,80.3611,90.1111,94.3333
146,80.3611,90.1667,94.3333
147,80.3611,90.1667,94.3611
148,80.3611,90.1944,94.3611
149,80.3611,90.1667,94.4167
150,80.3611,89.7500,94.3333
151,80.3611,89.4722,94.3056
152,80.3611,89.3889,94.3611
153,80.3611,89.5278,94.3611
154,80.3611,89.9722,94.3611
155,80.3611,90.0278,94.3611
156,80.3611,90.0833,94.4444
157,80.3611,89.8611,94.4444
158,80.3611,89.8333,94.4444
159,80.3611,89.8611,94.4444
160,80.3611,89.9722,94.4444
161,80.3611,90.0000,94.4722
162,80.3611,89.8611,94.4722
163,80.3611,89.5278,94.4722
164,80.3611,89.7778,94.4722
165,80.3611,90.0000,94.4722
166,80.3611,90.0556,94.5000
167,80.3611,90.0000,94.5000
168,80.3611,89.5833,94.5000
169,80.3611,89.6389,94.4722
170,80.3611,89.5000,94.4722
171,80.3611,89.6389,94.5000
172,80.3611,89.7778,94.4722
173,80.3611,89.7222,94.4722
174,80.3611,89.8056,94.5278
175,80.3611,89.8611,94.5000
176,80.3611,90.1389,94.5000
177,80.3611,90.1111,94.5000
178,80.3611,90.1389,94.5278
179,80.3611,90.1111,94.5000
180,80.3611,90.0556,94.5000
181,80.3611,89.9722,94.5000
182,80.3611,89.9722,94.5000
183,80.3611,89.7222,94.5833
184,80.3611,89.9722,94.5833
185,80.5000,90.1944,94.5833
186,80.5278,90.1944,94.5556
187,80.5278,90.1111,94.5556
188,80.6111,90.0833,94.5833
189,80.6667,90.2778,94.6111
190,80.6667,90.5278,94.5833
191,80.7778,90.5278,94.5833
192,80.7778,90.2778,94.5833
193,80.7778,90.2778,94.5833
194,80.7778,90.4444,94.5833
195,80.8333,90.5556,94.5833
196,81.0000,90.5000,94.5556
197,81.0000,90.5000,94.5833
198,81.0000,90.6667,94.5833
199,81.0000,90.6111,94.5833
200,81.0000,90.2778,94.5833
201,81.0556,90.1944,94.5833
202,81.0833,90.5278,94.6111
203,81.0833,90.6667,94.6111
204,81.0833,90.6944,94.6111
205,81.0833,90.5833,94.6111
206,81.0833,90.6389,94.6944
207,81.0833,90.6944,94.6944
208,81.0833,90.6944,94.6944
209,81.0833,90.7778,94.6944
210,81.0833,90.8333,94.7500
211,81.0833,90.7778,94.7500
212,81.0833,90.7222,94.7500
213,81.0833,90.6944,94.7500
214,81.0833,90.7222,94.7500
215,81.0833,90.7778,94.8056
216,81.0833,90.7778,94.7500
217,81.0833,90.8611,94.7500
218,81.0833,90.8611,94.7500
219,81.0833,90.9444,94.7222
220,81.0833,90.9444,94.7500
221,81.0833,91.0000,94.7778
222,81.0833,91.0556,94.7778
223,81.0833,91.0833,94.7778
224,81.0833,91.0833,94.8056
225,81.0833,91.0833,94.8056
226,81.0833,91.1111,94.8056
227,81.0833,91.1111,94.8056
228,81.0833,91.1111,94.8333
229,81.0833,91.1111,94.8333
230,81.0833,91.1667,94.8333
231,81.0833,91.1667,94.8333
232,81.0833,91.1667,94.8333
233,81.0833,91.2222,94.8333
234,81.0833,91.2500,94.8056
235,81.0833,91.2500,94.8611
236,81.0833,91.2222,94.8333
237,81.0833,91.2222,94.8333
238,81.0833,91.2222,94.8333
239,81.0833,91.2500,94.8333
240,81.0833,91.2778,94.8056
241,81.0833,91.2778,94.8611
242,81.0833,91.2778,94.8333
243,81.0833,91.2778,94.8333
244,81.0833,91.2778,94.8333
245,81.0833,91.3056,94.8611
246,81.0833,91.3333,94.8333
247,81.0833,91.3333,94.8611
248,81.0833,91.3333,94.8611
249,81.0833,91.3333,94.8611
250,81.0833,91.3333,94.8611
251,81.0833,91.3333,94.8611
252,81.0833,91.3333,94.8611
253,81.0833,91.3056,94.8611
254,81.0833,91.3056,94.8889
255,81.0833,91.3056,94.8889
256,81.0833,91.3056,94.8889
257,81.0833,91.3056,94.8889
258,81.0833,91.3056,94.8889
259,81.0833,91.2778,94.8611
260,81.0833,91.2778,94.8611
261,81.0833,91.2778,94.8889
262,81.0833,91.2778,94.8889
263,81.0833,91.2778,94.8889
264,81.0833,91.2778,94.8889
265,81.0833,91.2778,94.8889
266,81.0833,91.2778,94.8611
267,81.0833,91.2778,94.8889
268,81.0833,91.2778,94.8889
269,81.0833,91.2778,94.8889
270,81.0833,91.2778,94.8889
271,81.0833,91.2778,94.8889
272,81.0833,91.2778,94.8889
273,81.0833,91.2778,94.8889
274,81.0833,91.2778,94.8889
275,81.0833,91.2778,94.8889
276,81.0833,91.2778,94.8889
277,81.0833,91.2778,94.8889
278,81.0833,91.2778,94.8889
279,81.0833,91.2778,94.8889
280,81.0833,91.2778,94.8889
281,81.0833,91.2778,94.8889
282,81.0833,91.2778,94.8889
283,81.0833,91.2778,94.8889
284,81.0833,91.2778,94.8889
285,81.0833,91.2778,94.8889
286,81.0833,91.2778,94.8889
287,81.0833,91.2778,94.8889
288,81.0833,91.2778,94.8611
289,81.0833,91.2778,94.9167
290,81.0833,91.2778,94.9445
291,81.0833,91.2778,94.9445
292,81.0833,91.2778,95.0000
293,81.0833,91.2778,94.9445
294,81.0833,91.2778,94.9722
295,81.0833,91.2778,94.9722
296,81.0833,91.2778,94.9167
297,81.0833,91.2778,94.9167
298,81.0833,91.2778,94.9167
299,81.0833,91.2778,94.9167
300,81.0833,91.2778,94.9167
301,81.0833,91.2778,94.9167
302,81.0833,91.2778,94.9445
303,81.0833,91.2778,94.9445
304,81.0833,91.2778,94.9445
305,81.0833,91.2778,94.9445
306,81.0833,91.2778,94.9445
307,81.0833,91.2778,94.9445
308,81.0833,91.2778,94.9445
309,81.0833,91.2778,94.9445
310,81.0833,91.2778,94.9445
311,81.0833,91.2778,95.0000
312,81.0833,91.2778,95.0556
313,81.0833,91.2778,95.1111
314,81.0833,91.2778,95.0556
315,81.0833,91.2778,95.0833
316,81.0833,91.2778,95.0000
317,81.0833,91.2778,95.0556
318,81.0833,91.2500,95.0556
319,81.0833,91.2500,95.0556
320,81.0833,91.2500,95.0556
321,81.0833,91.2500,95.0556
322,81.0833,91.2500,95.0833
323,81.0833,91.2500,95.0556
324,81.0833,91.2500,95.0833
325,81.0833,91.2500,95.0833
326,81.0833,91.2500,95.1111
327,81.0833,91.2500,95.1111
328,81.0833,91.2500,95.0833
329,81.0833,91.2500,95.0556
330,81.0833,91.2500,95.0556
331,81.0833,91.2500,95.0833
332,81.0833,91.2500,95.0833
333,81.0833,91.2500,95.0833
334,81.0833,91.2500,95.1111
335,81.0833,91.2500,95.1389
336,81.0833,91.2500,95.1111
337,81.0833,91.2500,95.1111
338,81.0833,91.2500,95.1389
339,81.0833,91.2500,95.1111
340,81.0833,91.2500,95.1111
341,81.0833,91.2500,95.1111
342,81.0833,91.2500,95.1111
343,81.0833,91.2500,95.1111
344,81.0833,91.2500,95.1111
345,81.0833,91.2500,95.1667
346,81.0833,91.2500,95.1667
347,81.0833,91.2500,95.1667
348,81.0833,91.2500,95.1667
349,81.0833,91.2500,95.2500
350,81.0833,91.2500,95.1667
351,81.0833,91.2500,95.1667
352,81.0833,91.2500,95.2222
353,81.0833,91.2500,95.1389
354,81.0833,91.2500,95.1945
355,81.0833,91.2500,95.2222
356,81.0833,91.2500,95.2778
357,81.0833,91.2500,95.1667
358,81.0833,91.2500,95.2222
359,81.0833,91.2500,95.1945
360,81.0833,91.2500,95.2500
361,81.0833,91.2500,95.1945
362,81.0833,91.2500,95.2222
363,81.0833,91.2500,95.1945
364,81.0833,91.2500,95.1945
365,81.0833,91.2500,95.2500
366,81.0833,91.2500,95.2500
367,81.0833,91.2500,95.2222
368,81.0833,91.2500,95.2222
369,81.0833,91.2500,95.2222
370,81.0833,91.2500,95.2222
371,81.0833,91.2500,95.1945
372,81.0833,91.2500,95.2222
373,81.0833,91.2500,95.2500
374,81.0833,91.2500,95.1945
375,81.0833,91.2500,95.1945
376,81.0833,91.2500,95.1945
377,81.0833,91.2500,95.2222
378,81.0833,91.2500,95.2222
379,81.0833,91.2500,95.2222
380,81.0833,91.2500,95.2222
381,81.0833,91.2500,95.2222
382,81.0833,91.2500,95.1945
383,81.0833,91.2500,95.1945
384,81.0833,91.2500,95.2222
385,81.0833,91.2500,95.2500
386,81.0833,91.2500,95.2500
387,81.0833,91.2500,95.2778
388,81.0833,91.2500,95.2778
389,81.0833,91.2500,95.2778
390,81.0833,91.2500,95.2778
391,81.0833,91.2500,95.3056
392,81.0833,91.2500,95.3056
393,81.0833,91.2500,95.3056
394,81.0833,91.2500,95.3056
395,81.0833,91.2500,95.3056
396,81.0833,91.2500,95.3056
397,81.0833,91.2500,95.3056
398,81.0833,91.2500,95.3611
399,81.0833,91.2500,95.3889
400,81.0833,91.2500,95.3611
401,81.0833,91.2500,95.3611
402,81.0833,91.2500,95.3611
403,81.0833,91.2500,95.3611
404,81.0833,91.2500,95.3611
405,81.0833,91.2500,95.3611
406,81.0833,91.2500,95.3889
407,81.0833,91.2500,95.3889
408,81.0833,91.2500,95.3889
409,81.0833,91.2500,95.4722
410,81.0833,91.2500,95.3889
411,81.0833,91.2500,95.3889
412,81.0833,91.2500,95.3889
413,81.0833,91.2500,95.4167
414,81.0833,91.2500,95.4445
415,81.0833,91.2500,95.3611
416,81.0833,91.2500,95.3611
417,81.0833,91.2500,95.3611
418,81.0833,91.2500,95.3611
419,81.0833,91.2500,95.3611
420,81.0833,91.2500,95.3611
421,81.0833,91.2500,95.3611
422,81.0833,91.2500,95.3611
423,81.0833,91.2500,95.3611
424,81.0833,91.2500,95.3611
425,81.0833,91.2500,95.3611
426,81.0833,91.2500,95.3889
427,81.0833,91.2500,95.3889
428,81.0833,91.2500,95.3889
429,81.0833,91.2500,95.3611
430,81.0833,91.2500,95.3611
431,81.0833,91.2500,95.3889
432,81.0833,91.2222,95.3889
433,81.0833,91.2222,95.3889
434,81.0833,91.2222,95.3889
435,81.0833,91.2222,95.3889
436,81.0833,91.2222,95.3889
437,81.0833,91.2222,95.3889
438,81.0833,91.2222,95.3889
439,81.0833,91.2222,95.3889
440,81.0833,91.2222,95.3889
441,81.0833,91.2222,95.3889
442,81.0833,91.2222,95.3889
443,81.0833,91.2222,95.3611
444,81.0833,91.2222,95.3611
445,81.0833,91.2222,95.3611
446,81.0833,91.2222,95.3611
447,81.0833,91.2222,95.3889
448,81.0833,91.2222,95.3889
449,81.0833,91.2222,95.3889
450,81.0833,91.2222,95.3889
451,81.0833,91.2222,95.3889
452,81.0833,91.2222,95.4167
453,81.0833,91.2222,95.4167
454,81.0833,91.2222,95.4445
455,81.0833,91.2222,95.3889
456,81.0833,91.2222,95.3889
457,81.0833,91.2222,95.4167
458,81.0833,91.2222,95.3889
459,81.0833,91.2222,95.4167
460,81.0833,91.2222,95.4167
461,81.0833,91.2222,95.4445
462,81.0833,91.2222,95.4167
463,81.0833,91.2222,95.4167
464,81.0833,91.2222,95.4167
465,81.0833,91.2222,95.4167
466,81.0833,91.2222,95.4167
467,81.0833,91.2222,95.4167
468,81.0833,91.2222,95.4167
469,81.0833,91.2222,95.4167
470,81.0833,91.2222,95.4167
471,81.0833,91.2222,95.4167
472,81.0833,91.2222,95.4445
473,81.0833,91.2222,95.4167
474,81.0833,91.2222,95.4445
475,81.0833,91.2222,95.4167
476,81.0833,91.2222,95.3611
477,81.0833,91.2222,95.3611
478,81.0833,91.2222,95.4167
479,81.0833,91.2222,95.4167
480,81.0833,91.2222,95.3889
481,81.0833,91.2222,95.4167
482,81.0833,91.2222,95.4167
483,81.0833,91.2222,95.4167
484,81.0833,91.2222,95.4167
485,81.0833,91.2222,95.4167
486,81.0833,91.2222,95.4167
487,81.0833,91.2222,95.4167
488,81.0833,91.2222,95.4167
489,81.0833,91.2222,95.4167
490,81.0833,91.2222,95.4167
491,81.0833,91.2222,95.4167
492,81.0833,91.2222,95.4167
493,81.0833,91.2222,95.4167
494,81.0833,91.2222,95.4167
495,81.0833,91.2222,95.4167
496,81.0833,91.2222,95.4167
497,81.0833,91.2222,95.4167
498,81.0833,91.2222,95.4167
499,81.0833,91.2222,95.4167
500,81.0833,91.2222,95.4167
