Iteration,GA,PSO,ECPPSO,PSO_GA,ECPPSO_GA,ECPPSO_SE_GA,ECPPSO_NEP_GA
1,84.6800,84.6800,84.6800,84.6800,84.6800,84.6800,84.6800
2,84.6800,84.6800,83.7600,84.6800,84.6800,84.6800,84.6800
3,84.6800,84.6800,83.2400,84.6800,84.6800,84.6800,84.6800
4,84.9200,84.6800,83.8800,84.6800,84.6800,84.6800,84.6800
5,84.9200,84.6800,83.6800,84.6800,84.6800,84.6800,84.7600
6,84.9200,84.6800,77.5600,84.6800,85.2000,84.6800,84.8000
7,84.9200,84.6800,72.4400,84.6800,85.0000,84.6800,84.8400
8,84.9200,84.6800,66.6400,84.6800,85.1200,84.6800,84.8400
9,84.9200,84.6800,64.8000,84.7200,86.5200,84.6800,86.0800
10,84.9200,84.6800,65.7200,84.0800,86.5200,84.6800,86.3600
11,85.4000,84.6800,65.3600,84.5600,87.0400,84.6800,87.4400
12,85.4000,84.8400,65.0400,84.6400,87.7200,84.6800,88.5600
13,85.4000,85.4000,64.3200,85.8000,88.5600,85.7200,89.0000
14,85.4000,86.2800,61.9200,85.8800,88.8400,85.7200,90.1600
15,85.4000,86.6000,59.8400,85.8400,89.0400,86.4400,90.2000
16,85.4000,86.4400,59.2800,86.2400,89.8400,87.4000,91.1200
17,85.5200,86.6400,60.4800,85.9200,91.0000,87.4000,91.7600
18,86.2000,86.5200,62.9600,86.1200,90.6800,87.4000,91.9600
19,86.3600,86.6000,66.4400,85.9600,90.7200,87.4000,92.0800
20,86.3600,86.6800,68.0000,86.5200,91.1600,87.4000,92.1600
21,86.3600,86.7200,69.4800,86.8800,91.6800,87.4000,92.4400
22,86.3600,86.7200,68.5200,86.6400,92.2000,88.3200,92.7600
23,86.3600,86.7200,66.3600,86.9200,92.2400,88.6400,93.0800
24,86.9200,86.7600,67.7600,87.0000,92.4800,88.6400,93.1200
25,87.0800,86.7600,65.2400,87.0000,92.6800,88.6400,93.4800
26,87.0800,86.7600,62.9600,87.2800,92.7200,88.6400,93.6000
27,88.0400,86.7600,62.8400,87.2800,92.8800,88.6400,94.0000
28,88.0400,86.7600,63.7600,87.2800,93.1200,88.8400,94.1600
29,88.0400,86.7600,61.5200,87.3200,93.3600,88.8400,94.2400
30,88.0400,86.8800,58.2000,87.3600,93.6800,89.8800,94.4000
31,88.1200,87.1200,52.7200,87.3200,93.8000,89.8800,94.4400
32,88.1200,87.1200,50.6400,87.3200,94.0000,89.8800,94.6000
33,88.5600,87.2800,51.3600,87.3200,94.1600,89.9600,94.7200
34,88.5600,87.2400,51.8800,87.4400,94.3200,90.3600,94.6400
35,88.8400,87.2400,54.3200,87.4400,94.4000,90.3600,95.0000
36,89.1200,87.3200,58.4800,87.4800,94.4000,90.3600,95.2400
37,89.1200,87.3600,63.0800,87.4800,94.4400,90.3600,94.9200
38,89.1200,87.4000,64.0000,87.5200,94.5200,91.2800,95.2000
39,89.2400,87.4400,65.5600,87.5200,94.5600,91.2800,95.0400
40,89.2400,87.4800,65.0800,87.5200,94.6800,91.2800,95.4400
41,89.3600,87.4800,65.0800,87.5200,94.9200,91.2800,95.3200
42,89.4000,87.5600,63.6800,87.5200,95.0000,91.2800,95.7200
43,89.4000,87.5200,61.3600,87.5200,95.0000,91.2800,96.0000
44,89.4000,87.5200,58.2800,87.5200,95.0800,91.2800,96.3600
45,89.8800,87.5600,56.0400,87.5200,95.2000,91.2800,96.0400
46,89.9600,87.5600,54.0000,87.5600,95.2000,91.2800,95.9600
47,90.0800,87.5600,52.8800,87.5600,95.4000,91.8000,96.1200
48,90.0800,87.5600,54.3600,87.6000,95.5600,91.9200,96.3600
49,90.3600,87.5600,54.7600,87.6000,95.8000,92.2800,96.4400
50,90.3600,87.5600,58.6400,87.6400,95.9200,92.2800,96.4400
51,90.6400,87.5600,60.6000,87.6400,96.0000,92.2800,96.5600
52,90.6400,87.5600,60.8800,87.6400,96.1200,92.2800,96.5600
53,90.7600,87.5600,59.7200,87.6400,96.0000,92.5600,96.5600
54,90.7600,87.5600,60.4000,87.6400,96.1600,92.5600,96.6400
55,90.8800,87.5600,58.7600,87.6400,96.0400,92.5600,96.6800
56,90.8800,87.5600,56.8800,87.6400,96.2000,92.5600,96.8400
57,90.9200,87.5600,55.2400,87.6400,96.2800,92.5600,97.0000
58,91.1200,87.5600,59.0000,87.6400,96.4000,92.6400,96.9200
59,91.4400,87.5600,58.7200,87.6400,96.4800,92.6400,97.3200
60,91.4400,87.5600,56.4400,87.6400,96.4000,92.6800,97.4800
61,91.4400,87.5600,54.3600,87.6400,96.4800,92.8800,97.5600
62,91.5200,87.5600,52.4000,87.6400,96.4800,93.0400,97.7200
63,91.8800,87.5600,51.1200,87.6400,96.5600,93.0400,97.6400
64,91.8800,87.5600,48.7600,87.6400,96.6800,93.0400,97.9200
65,91.8800,87.5600,47.5200,87.6400,96.9600,93.0400,98.0000
66,91.8800,87.5600,48.7600,87.6400,97.2000,93.0400,98.1600
67,92.0400,87.5600,50.6000,87.8000,97.1600,93.0400,98.1200
68,92.0400,87.5600,50.1200,87.8400,97.3600,93.0400,98.1600
69,92.1200,87.5600,53.4400,87.8800,97.3200,93.0400,98.1600
70,92.4000,87.5600,57.3600,87.9200,97.4400,93.1200,98.1600
71,92.4000,87.5600,59.4400,87.8800,97.4400,93.4400,98.2400
72,92.4000,87.5600,63.1200,87.8800,97.5600,93.4400,98.3200
73,92.4000,87.5600,64.6800,87.8800,97.5200,93.4400,98.3200
74,92.4000,87.5600,66.7600,87.8800,97.6000,93.4400,98.4800
75,92.4800,87.5600,70.1600,87.8800,97.5600,93.4400,98.4800
76,92.7200,87.5600,72.8000,87.8800,97.6800,93.6000,98.4400
77,93.0400,87.5600,74.7200,87.9200,97.6800,93.7200,98.4400
78,93.0400,87.5600,76.3200,87.9200,97.8400,93.7200,98.4400
79,93.0400,87.5600,74.5600,87.9200,97.8000,93.9200,98.5200
80,93.2000,87.5600,72.0800,87.9200,97.9600,93.9200,98.6000
81,93.2000,87.5600,69.8400,87.9200,97.9600,93.9200,98.6400
82,93.6000,87.5600,67.6000,87.9200,98.0000,93.9200,98.6800
83,93.6000,87.5600,66.0800,87.9200,97.9600,94.2800,98.7200
84,93.6000,87.5600,64.9600,87.9200,97.9600,94.2800,98.6400
85,93.8000,87.5600,63.4000,87.9200,97.9600,94.2800,98.7600
86,93.8000,87.5600,62.7600,87.9200,98.0000,94.2800,98.8400
87,93.8000,87.5600,63.0000,87.9200,97.9600,94.4400,98.9200
88,93.8000,87.5600,64.8000,88.2000,97.9200,94.6800,98.9200
89,93.8000,87.5600,67.6800,88.2000,97.9600,94.6800,98.9600
90,93.8000,87.5600,69.7600,88.2800,97.9600,94.8000,98.9600
91,93.8800,87.5600,71.4800,88.3600,98.0400,94.8000,99.0000
92,93.8800,87.5600,73.3600,88.4000,98.0800,94.8000,99.0400
93,93.9200,87.5600,73.5200,88.4800,98.0800,94.8000,99.0400
94,94.0800,87.5600,73.0800,88.5200,98.0800,95.2400,99.0400
95,94.0800,87.5600,72.8800,88.5200,98.0400,95.2400,99.0400
96,94.0800,87.5600,73.5200,88.5200,98.1600,95.2400,99.0800
97,94.0800,87.5600,71.9200,88.6000,98.0400,95.2400,99.0800
98,94.0800,87.5600,68.4000,88.6000,98.1200,95.2400,99.1200
99,94.4400,87.5600,65.6400,88.7200,98.1200,95.2400,99.1200
100,94.4400,87.5600,63.8800,88.6800,98.1600,95.3200,99.1200
101,94.6400,87.5600,62.3600,88.6800,98.1600,95.5200,99.1200
102,94.6400,87.5600,63.2400,88.7200,98.1600,95.5200,99.1600
103,94.6800,87.5600,63.8000,88.7200,98.2000,95.5600,99.1600
104,94.6800,87.5600,65.9200,88.7200,98.2000,95.5600,99.2000
105,94.6800,87.5600,67.1200,88.7200,98.2000,95.9600,99.2000
106,94.6800,87.5600,66.9600,88.7200,98.2800,95.9600,99.2400
107,94.6800,87.5600,65.5200,88.7200,98.2800,95.9600,99.2400
108,94.7200,87.5600,64.0000,88.7200,98.2800,96.0000,99.2400
109,94.7200,87.5600,62.3600,88.7200,98.3200,96.0800,99.2400
110,95.0000,87.5600,62.1200,88.7200,98.3600,96.0800,99.2800
111,95.0000,87.5600,61.3600,88.7200,98.4400,96.0800,99.2800
112,95.2000,87.5600,61.8800,88.7200,98.4400,96.0800,99.2800
113,95.2000,87.5600,62.0800,88.7200,98.6000,96.0800,99.2800
114,95.2000,87.5600,61.7200,88.7200,98.5200,96.2000,99.2800
115,95.2000,87.5600,62.7600,88.7200,98.5600,96.2000,99.2800
116,95.2000,87.5600,63.8800,88.7200,98.6000,96.2000,99.2800
117,95.2000,87.5600,64.5200,88.7200,98.5600,96.4400,99.3200
118,95.2000,87.5600,65.3200,88.7200,98.5600,96.4400,99.3200
119,95.3200,87.5600,66.8400,88.7200,98.5600,96.4400,99.3200
120,95.3200,87.5600,68.4000,88.7200,98.6000,96.4400,99.3600
121,95.3600,87.5600,69.3200,88.7200,98.6000,96.4400,99.3200
122,95.3600,87.5600,69.6400,88.7600,98.6000,96.4400,99.3200
123,95.6400,87.5600,69.7200,88.7600,98.5600,96.6000,99.3600
124,95.6400,87.5600,69.7200,88.8000,98.5600,96.6000,99.3600
125,95.6400,87.5600,69.7200,88.8000,98.6000,96.6000,99.3600
126,95.6400,87.5600,68.4400,88.8000,98.6400,96.6000,99.3600
127,95.6400,87.5600,67.4400,88.8000,98.6400,96.7600,99.3600
128,95.6400,87.5600,66.2000,88.8000,98.6400,96.7600,99.4000
129,95.6400,87.5600,64.7600,88.8000,98.6800,96.7600,99.4400
130,95.6400,87.5600,63.9600,88.8000,98.6800,96.8000,99.4400
131,95.6400,87.5600,63.8800,88.8000,98.6800,96.8000,99.5200
132,95.7200,87.5600,63.6400,88.8000,98.7200,96.8000,99.5200
133,95.7200,87.5600,64.0800,88.8000,98.7200,96.8000,99.5600
134,95.7200,87.5600,65.2000,88.8000,98.7200,96.8800,99.5600
135,95.8000,87.5600,66.7600,88.8000,98.7600,96.9600,99.5600
136,95.8000,87.5600,68.4000,88.8000,98.7600,96.9600,99.5200
137,95.8400,87.5600,69.3600,88.8000,98.7600,96.9600,99.5200
138,95.9200,87.5600,68.3600,88.8000,98.7600,97.0400,99.5600
139,95.9200,87.5600,68.1600,88.8000,98.7600,97.0400,99.5200
140,96.0800,87.5600,69.4800,88.8000,98.7600,97.0400,99.6000
141,96.0800,87.5600,70.2400,88.8000,98.7600,97.0400,99.6400
142,96.0800,87.5600,68.6000,88.8000,98.8000,97.0400,99.5600
143,96.3600,87.5600,68.0000,88.8000,98.8000,97.0800,99.5600
144,96.3600,87.5600,67.6400,88.8000,98.8400,97.1600,99.6400
145,96.3600,87.5600,66.6800,88.8000,98.8400,97.1600,99.6000
146,96.3600,87.5600,65.2400,88.8000,98.8400,97.3200,99.5600
147,96.3600,87.5600,65.1200,88.8000,98.8400,97.3200,99.6000
148,96.3600,87.5600,66.8000,88.8000,98.8400,97.3200,99.6000
149,96.3600,87.5600,66.4800,88.8000,98.8400,97.3200,99.6000
150,96.4000,87.5600,65.2800,88.8000,98.8400,97.3200,99.6800
151,96.4800,87.5600,64.6400,88.8000,98.8400,97.3200,99.6800
152,96.4800,87.5600,63.6000,88.8000,98.8400,97.3600,99.6800
153,96.5200,87.5600,63.4000,88.8000,98.8400,97.3600,99.6800
154,96.5600,87.5600,62.6800,88.8000,98.8400,97.3600,99.6800
155,96.5600,87.5600,62.5200,88.8000,98.8400,97.4800,99.6800
156,96.5600,87.5600,62.0000,88.8000,98.8400,97.5600,99.6800
157,96.5600,87.5600,61.0800,88.8000,98.8400,97.5600,99.6800
158,96.6000,87.5600,60.5200,88.8400,98.8400,97.5600,99.6800
159,96.7600,87.5600,60.2000,88.8400,98.8400,97.5600,99.6800
160,96.7600,87.5600,59.8000,88.8800,98.8400,97.5600,99.6800
161,96.7600,87.5600,59.5200,88.9600,98.8400,97.5600,99.6800
162,96.7600,87.5600,58.8400,88.9600,98.8400,97.5600,99.6800
163,96.8400,87.5600,60.8000,88.9600,98.8400,97.5600,99.7200
164,96.8800,87.5600,63.3200,88.9600,98.8400,97.6800,99.8000
165,96.9200,87.5600,64.0800,88.9600,98.9200,97.6800,99.8000
166,96.9200,87.5600,65.0400,88.9600,98.9200,97.6800,99.8000
167,97.0000,87.5600,65.3600,88.9600,98.9200,97.7200,99.8000
168,97.0800,87.5600,67.8400,89.0000,98.9200,97.7200,99.8000
169,97.0800,87.5600,69.7200,89.0400,98.9200,97.8400,99.8000
170,97.3200,87.5600,72.4400,89.2000,98.9200,97.9600,99.8000
171,97.3200,87.5600,74.5600,89.3600,98.9200,97.9600,99.8000
172,97.3200,87.5600,74.7600,89.4000,98.9200,98.0800,99.8000
173,97.3200,87.5600,72.5200,89.5200,98.9600,98.0800,99.8000
174,97.3600,87.5600,70.8800,89.5600,98.9600,98.0800,99.8000
175,97.3600,87.5600,69.7600,89.6400,98.9600,98.0800,99.8800
176,97.3600,87.5600,69.0000,89.6800,98.9600,98.1200,99.8800
177,97.3600,87.5600,68.1200,89.7200,98.9600,98.2400,99.8800
178,97.3600,87.5600,67.9600,89.7600,98.9600,98.2400,99.8800
179,97.4000,87.5600,68.3200,89.7600,98.9600,98.2400,99.8800
180,97.4000,87.5600,68.3600,89.8000,98.9600,98.2400,99.8800
181,97.4400,87.5600,68.4800,89.8000,98.9600,98.2400,99.8800
182,97.4400,87.5600,67.8400,89.8000,98.9600,98.2400,99.8800
183,97.4400,87.5600,67.4000,89.8000,98.9600,98.2800,99.8800
184,97.4400,87.5600,68.2000,89.8000,98.9600,98.2800,99.8800
185,97.4400,87.5600,68.3600,89.8000,98.9600,98.2800,99.8800
186,97.4400,87.5600,69.0800,89.8000,98.9600,98.2800,99.8800
187,97.4400,87.5600,68.6400,89.8000,98.9600,98.3600,99.8800
188,97.5200,87.5600,67.3200,89.8000,99.0000,98.3600,99.8800
189,97.5200,87.5600,66.4000,89.8000,99.0000,98.4000,99.8800
190,97.6000,87.5600,66.6000,89.8000,99.0000,98.4000,99.8800
191,97.6000,87.5600,66.9600,89.8000,99.0000,98.4400,99.8800
192,97.6400,87.5600,66.4800,89.8000,99.0000,98.4400,99.8800
193,97.6400,87.5600,65.5200,89.8000,99.0400,98.4400,99.8800
194,97.6800,87.5600,65.5600,89.8000,99.0400,98.4400,99.8800
195,97.6800,87.5600,65.0000,89.8000,99.0400,98.4800,99.9200
196,97.7200,87.5600,63.7200,89.8000,99.0800,98.5600,99.9200
197,97.7200,87.5600,62.4400,89.8400,99.0800,98.5600,99.9200
198,97.7200,87.5600,62.5200,89.8400,99.0800,98.5600,99.9200
199,97.8400,87.5600,62.7600,89.9200,99.0800,98.5600,99.9200
200,97.8800,87.5600,63.4800,90.0400,99.0400,98.5600,99.9200
201,97.8800,87.5600,64.4400,90.0800,99.0800,98.5600,99.9200
202,97.9600,87.5600,64.7200,90.1600,99.0400,98.5600,99.9200
203,97.9600,87.5600,64.6400,90.2000,99.0400,98.5600,99.9200
204,97.9600,87.5600,64.8400,90.2000,99.0400,98.5600,99.9200
205,97.9600,87.5600,64.9600,90.2400,99.0800,98.5600,99.9600
206,97.9600,87.5600,66.2400,90.2800,99.0800,98.5600,99.9600
207,97.9600,87.5600,71.1600,90.2800,99.0800,98.6000,99.9600
208,97.9600,87.5600,72.7600,90.2800,99.0800,98.6000,99.9600
209,97.9600,87.5600,73.6400,90.2800,99.0800,98.6000,99.9600
210,97.9600,87.5600,74.0800,90.2800,99.0800,98.6000,99.9600
211,98.0400,87.5600,74.2000,90.2800,99.0800,98.6400,99.9600
212,98.0800,87.5600,73.6000,90.3200,99.0800,98.6400,99.9600
213,98.0800,87.5600,73.8400,90.2800,99.0800,98.6400,99.9600
214,98.0800,87.5600,74.6800,90.2800,99.0800,98.6800,99.9600
215,98.0800,87.5600,74.2400,90.3200,99.0800,98.7200,99.9600
216,98.0800,87.5600,73.2400,90.3200,99.0800,98.7200,99.9600
217,98.4000,87.5600,72.7200,90.3200,99.0800,98.8800,99.9600
218,98.4000,87.5600,71.2400,90.3200,99.0800,98.8800,99.9600
219,98.4000,87.5600,71.6400,90.3200,99.0800,98.8800,99.9600
220,98.4000,87.5600,72.8000,90.3200,99.0800,98.8800,99.9600
221,98.4000,87.5600,74.5200,90.3200,99.0800,98.8800,99.9600
222,98.4000,87.5600,73.7200,90.3200,99.0800,98.8800,99.9600
223,98.4000,87.5600,72.6800,90.3200,99.0800,98.8800,99.9600
224,98.4000,87.5600,71.6800,90.3200,99.0800,98.8800,99.9600
225,98.4000,87.5600,71.6400,90.3200,99.0800,98.9200,99.9600
226,98.4000,87.5600,70.9200,90.3200,99.0800,98.9200,99.9600
227,98.4400,87.5600,69.0400,90.3200,99.0800,98.9200,99.9600
228,98.4800,87.5600,68.8400,90.3200,99.0800,98.9200,99.9600
229,98.4800,87.5600,69.0400,90.3200,99.0800,98.9200,100.0000
230,98.4800,87.5600,68.6800,90.3200,99.0800,98.9200,100.0000
231,98.4800,87.5600,68.8000,90.3200,99.0800,98.9200,100.0000
232,98.4800,87.5600,67.6400,90.3200,99.0800,98.9200,100.0000
233,98.5600,87.5600,66.2800,90.3200,99.0800,98.9200,100.0000
234,98.5600,87.5600,66.2000,90.3200,99.0800,98.9200,100.0000
235,98.5600,87.5600,68.6400,90.3200,99.0800,98.9200,100.0000
236,98.5600,87.5600,70.0800,90.3200,99.0800,98.9600,100.0000
237,98.5600,87.5600,70.4400,90.3200,99.0800,99.0400,100.0000
238,98.5600,87.5600,70.8000,90.3200,99.0800,99.0400,100.0000
239,98.5600,87.5600,74.2000,90.3200,99.0800,99.0400,100.0000
240,98.6800,87.5600,76.6000,90.3200,99.0800,99.0400,100.0000
241,98.6800,87.5600,77.6000,90.3200,99.0800,99.0400,100.0000
242,98.8400,87.5600,77.7600,90.3200,99.0800,99.0400,100.0000
243,98.8400,87.5600,78.8800,90.3200,99.0800,99.0400,100.0000
244,98.8400,87.5600,80.5600,90.3200,99.0800,99.0400,100.0000
245,98.8400,87.5600,80.9200,90.3200,99.0800,99.0400,100.0000
246,98.8400,87.5600,79.5600,90.3200,99.0800,99.0400,100.0000
247,98.8400,87.5600,78.4400,90.3200,99.0800,99.0400,100.0000
248,98.8400,87.5600,78.0800,90.3200,99.0800,99.0400,100.0000
249,98.8400,87.5600,79.5200,90.3200,99.0800,99.0400,100.0000
250,98.8400,87.5600,79.4800,90.3200,99.0800,99.0400,100.0000
251,98.8400,87.5600,80.4800,90.3200,99.0800,99.0400,100.0000
252,98.8400,87.5600,80.5600,90.3200,99.0800,99.0400,100.0000
253,98.8400,87.5600,80.7600,90.3200,99.0800,99.0400,100.0000
254,98.8400,87.5600,79.4800,90.3200,99.0800,99.0400,100.0000
255,98.8400,87.5600,79.3200,90.4000,99.0800,99.0400,100.0000
256,98.9600,87.5600,80.1200,90.4800,99.0800,99.0800,100.0000
257,98.9600,87.5600,80.6400,90.5200,99.0800,99.0800,100.0000
258,98.9600,87.5600,80.1200,90.6000,99.0800,99.0800,100.0000
259,98.9600,87.5600,80.7200,90.6400,99.0800,99.0800,100.0000
