Iteration,Fitness
1,80.7200
2,80.7200
3,81.2400
4,81.2400
5,82.1200
6,83.0400
7,83.0400
8,83.0400
9,82.6400
10,82.6000
11,82.9200
12,83.5600
13,83.9600
14,85.4000
15,85.4000
16,85.5600
17,87.8000
18,87.3200
19,87.7200
20,89.6400
21,89.8800
22,90.0400
23,90.1600
24,91.0400
25,91.6400
26,91.3200
27,91.8000
28,91.8800
29,91.5200
30,92.6400
31,91.8800
32,92.7200
33,92.5600
34,92.4000
35,92.9200
36,92.9200
37,92.5200
38,92.7200
39,92.9600
40,92.9600
41,94.0800
42,93.4800
43,94.2400
44,93.8000
45,94.4800
46,94.4800
47,94.4800
48,94.9600
49,95.6000
50,95.3200
51,95.4000
52,95.5200
53,95.5200
54,95.9200
55,95.7600
56,95.8400
57,96.2400
58,96.2000
59,96.5200
60,96.1600
61,96.4000
62,96.2400
63,96.4400
64,96.6000
65,96.6800
66,96.6800
67,96.8000
68,96.8000
69,96.8800
70,96.8800
71,96.8800
72,96.9200
73,97.1600
74,97.2000
75,97.2800
76,97.3200
77,97.3200
78,97.4800
79,97.4800
80,97.5200
81,97.6000
82,97.6800
83,97.7600
84,97.7600
85,97.6400
86,97.7200
87,97.8000
88,97.8000
89,97.8800
90,97.9200
91,97.7200
92,97.8400
93,97.8400
94,97.8800
95,97.7600
96,97.8400
97,97.8400
98,97.8400
99,97.9200
100,97.9600
101,98.0000
102,98.0000
103,97.9600
104,98.0400
105,98.0800
106,98.0800
107,98.0800
108,98.0800
109,98.0800
110,98.1200
111,98.1200
112,98.1200
113,98.1200
114,98.1200
115,98.1600
116,98.2000
117,98.1200
118,98.1600
119,98.1600
120,98.1600
121,98.1600
122,98.1600
123,98.2000
124,98.2000
125,98.3200
126,98.2800
127,98.2800
128,98.2800
129,98.2800
130,98.3200
131,98.3200
132,98.3600
133,98.3200
134,98.3200
135,98.3600
136,98.3600
137,98.4000
138,98.4000
139,98.4000
140,98.4400
141,98.4400
142,98.4000
143,98.4400
144,98.4400
145,98.5200
146,98.5200
147,98.5200
148,98.5200
149,98.5200
150,98.5200
151,98.5200
152,98.5200
153,98.5200
154,98.5200
155,98.5200
156,98.5200
157,98.5200
158,98.5200
159,98.5200
160,98.6800
161,98.7600
162,98.7200
163,98.7600
164,98.7600
165,98.7600
166,98.8000
167,98.8000
168,98.8000
169,98.8000
170,98.8000
171,98.8000
172,98.8000
173,98.8000
174,98.8000
175,98.8000
176,98.8000
177,98.8000
178,98.8000
179,98.8000
180,98.8000
181,98.8000
182,98.8000
183,98.8000
184,98.8000
185,98.8000
186,98.8000
187,98.8000
188,98.8000
189,98.8000
190,98.8000
191,98.8000
192,98.8000
193,98.8000
194,98.8000
195,98.8000
196,98.8000
197,98.8000
198,98.8000
199,98.8000
200,98.8000
201,98.8000
202,98.8000
203,98.8000
204,98.8000
205,98.8000
206,98.8000
207,98.8000
208,98.8000
209,98.8000
210,98.8000
211,98.8000
212,98.8000
213,98.8000
214,98.8000
215,98.8000
216,98.8000
217,98.8000
218,98.8000
219,98.8000
220,98.8000
221,98.8000
222,98.8000
223,98.8000
224,98.8000
225,98.8000
226,98.8000
227,98.8400
228,98.8800
229,98.9200
230,98.9200
231,98.9200
232,98.9600
233,98.9600
234,98.9600
235,98.9600
236,98.9600
237,98.9600
238,98.9600
239,99.0000
240,99.0000
241,99.0000
242,99.0000
243,99.0000
244,99.0000
245,99.0000
246,99.0000
247,99.0400
248,99.0400
249,99.0800
250,99.0800
251,99.0800
252,99.0800
253,99.0800
