Iteration,GA,PSO,ECPPSO,PSO_GA,ECPPSO_GA,ECPPSO_SE_GA,ECPPSO_NEP_GA
1,800.7388,100.1167,115.6616
2,53.1445,153.7552,127.2964
3,46.2537,98.8770,106.9717
4,47.7781,107.7385,112.2894
5,51.3544,105.0949,113.6475
6,52.3949,95.9549,109.0088
7,47.3862,96.4012,120.2164
8,44.2886,99.5712,129.6158
9,45.9580,122.1733,146.0419
10,48.6617,94.6732,114.2731
11,52.0835,102.7870,100.4181
12,50.1986,100.0481,102.1805
13,48.1095,89.3288,100.1434
14,47.7881,97.0039,100.2274
15,48.5129,109.9854,128.2272
16,49.1462,209.9266,103.5614
17,49.4080,209.7931,119.5221
18,51.2905,94.2307,109.3445
19,50.7455,96.2639,118.5532
20,50.9772,101.4595,106.8649
21,49.7274,100.6432,105.8197
22,50.0865,96.6187,129.5319
23,46.2680,111.8546,105.3619
24,45.4297,133.6670,103.9734
25,51.4755,100.3494,104.6524
26,62.7537,103.4126,103.0045
27,51.7836,104.7935,118.8202
28,45.6462,101.7532,134.0942
29,47.2307,104.8088,122.8867
30,56.0956,114.9635,109.5886
31,56.2325,131.8512,104.7821
32,50.7789,104.7630,103.2410
33,46.7486,119.5107,103.8666
34,46.8321,102.8214,105.1636
35,46.4640,104.1679,138.3667
36,46.3967,108.9287,125.8621
37,47.7357,111.4731,128.7918
38,47.9269,118.0878,106.4987
39,48.5206,119.0033,104.3625
40,46.6919,105.9456,107.9559
41,47.7009,101.8486,107.0328
42,47.4329,121.1395,131.4468
43,47.7238,106.1325,110.2600
44,48.1863,130.7716,112.9227
45,48.4948,104.1069,123.2758
46,50.5161,100.1091,124.2294
47,54.4071,103.4203,109.5657
48,50.5381,106.1478,117.1417
49,49.1352,117.9085,123.1079
50,53.0291,102.7565,109.2300
51,57.8651,136.0207,115.6998
52,53.4515,114.9406,107.2083
53,50.6940,105.4382,113.2584
54,49.9029,105.7854,126.4267
55,48.6455,103.3134,151.8860
56,49.1848,109.1461,111.6409
57,51.8646,104.5837,110.5652
58,48.8362,140.3923,109.3674
59,49.8333,106.4644,108.4442
60,49.4809,103.0769,109.9548
61,50.7369,124.8474,110.3134
62,57.4088,108.8905,243.0267
63,70.8613,101.3222,229.4769
64,64.8289,102.1729,111.7172
65,65.4249,135.4523,109.7565
66,52.6991,129.3945,107.8110
67,52.1183,121.6736,112.3352
68,50.6601,104.8279,107.4677
69,55.1109,108.9287,105.0873
70,56.4022,125.6638,143.4402
71,61.2631,113.2545,133.1024
72,51.1513,122.2839,111.5265
73,50.0612,106.5865,115.9821
74,50.6096,112.8502,107.2769
75,50.2205,111.8584,108.2764
76,50.7650,123.7488,116.6687
77,51.3306,103.7827,126.8234
78,51.5223,129.7455,113.1668
79,50.5514,116.9472,116.9281
80,49.3650,110.5919,127.4033
81,50.0746,107.4982,114.9826
82,51.6319,103.4393,109.3826
83,52.5990,107.1815,136.8866
84,52.2938,108.2230,111.3510
85,57.4532,142.8833,106.0104
86,50.3349,106.8382,112.2894
87,51.4593,101.5816,110.7101
88,54.4376,108.8943,124.3286
89,56.1857,118.6523,132.5989
90,55.9044,123.0850,134.0637
91,50.6840,106.2088,111.0535
92,49.9554,132.2327,114.7079
93,52.4492,108.2191,109.2834
94,49.8581,112.9036,106.7047
95,51.2228,115.3297,111.2213
96,50.3550,103.7560,122.3221
97,50.7050,110.6453,138.0768
98,49.8734,119.2932,133.8425
99,49.9401,129.9820,111.7554
100,50.0488,104.3472,112.8082
101,51.9810,102.9663,111.4655
102,53.1311,102.9587,114.5172
103,58.3382,107.1205,132.0114
104,62.8223,117.6224,110.1379
105,52.8956,110.0044,110.6873
106,53.5049,120.1057,127.8000
107,56.2239,117.3477,124.2828
108,56.5863,110.7025,108.0475
109,55.8233,105.2742,109.8175
110,51.5471,100.6088,131.8359
111,50.2710,103.5385,108.2840
112,49.7522,133.2321,105.3314
113,50.0221,120.8839,106.5674
114,50.2148,104.6104,112.3734
115,51.8160,104.7821,134.4452
116,50.4131,111.8202,131.4621
117,51.7397,119.4916,122.7951
118,50.4007,103.8132,106.8039
119,51.0387,130.7335,110.8780
120,50.5457,104.2252,111.3129
121,50.0803,102.2415,112.1750
122,50.7336,110.9772,107.0404
123,53.4906,112.9951,137.3444
124,52.8030,106.4301,136.0168
125,53.0005,105.0415,116.9128
126,55.1558,143.1732,111.6257
127,56.6626,104.0802,112.3123
128,55.7365,100.0481,113.7543
129,53.9475,101.1848,107.8644
130,52.4311,98.9227,133.4991
131,51.1704,105.5336,114.3875
132,50.4293,124.1074,110.8017
133,51.1217,128.1242,133.7280
134,50.0231,107.7271,120.4987
135,50.3264,116.5123,110.2295
136,50.0650,109.5734,116.6916
137,50.2720,105.0415,122.3755
138,50.4236,105.6709,109.0012
139,50.6744,101.2535,110.3668
140,50.4322,129.4327,108.2535
141,53.3142,123.9204,110.3439
142,53.2732,104.6944,143.5852
143,57.7393,103.7178,138.1226
144,52.0783,104.1641,108.6044
145,53.3133,121.3112,111.4731
146,56.5777,110.5804,110.5118
147,55.2263,118.2632,108.4900
148,54.2660,104.3739,109.3597
149,50.8919,101.3260,109.8938
150,50.6201,101.6006,135.7956
151,50.5581,118.4044,139.3051
152,51.0626,105.5336,115.3870
153,50.3893,179.3900,111.1145
154,50.4475,235.8208,126.0605
155,51.4717,145.6833,135.4370
156,50.0307,105.2589,132.8125
157,50.5400,104.2480,172.3633
158,50.5743,122.5586,145.6833
159,50.6706,113.1058,147.5525
160,50.7088,106.5636,136.2839
161,50.7050,135.5591,134.3307
162,57.4751,119.6709,136.0703
163,53.3943,113.8420,155.1132
164,53.3829,102.2797,132.3700
165,56.3564,102.8061,125.8850
166,56.7598,105.8197,137.2986
167,53.5460,108.5892,144.5770
168,50.2901,133.3847,125.8087
169,51.2476,129.6692,121.7957
170,51.7435,140.5258,147.7509
171,51.6348,147.8806,121.5668
172,50.3740,142.1509,125.4120
173,51.5442,142.2882,129.8218
174,50.4427,144.4168,127.9602
175,52.4406,173.9044,156.1737
176,51.4469,144.5694,140.2588
177,51.9323,142.3874,143.1427
178,50.3626,141.9754,133.4991
179,52.6867,144.6838,125.6866
180,51.2018,137.8708,124.5880
181,54.8449,143.8446,125.7782
182,53.2827,172.5235,128.5400
183,50.4522,141.7770,185.3180
184,53.4134,138.2751,126.8311
185,57.8594,140.2893,125.6561
186,57.9863,124.9466,119.9493
187,53.2036,114.8911,127.9602
188,51.7130,121.4447,137.8784
189,50.1785,132.0572,126.1902
190,50.0336,124.7864,155.7312
191,50.5390,130.3787,153.9612
192,50.4179,121.0556,138.2446
193,50.2205,115.7303,131.0577
194,50.8976,129.6539,124.3591
195,50.2920,141.8839,126.4038
196,51.6529,114.8529,148.6053
197,51.8646,115.8142,253.5248
198,50.2310,116.7908,241.6229
199,52.2547,129.6463,120.8191
200,52.9661,118.2785,126.6937
201,54.1382,117.5003,123.8556
202,51.0883,147.8043,115.9821
203,52.5188,133.4152,108.4290
204,56.9344,115.9439,122.1466
205,57.6305,116.7908,127.2583
206,55.5801,123.2529,141.4337
207,51.7178,118.4845,112.8082
208,50.6477,136.7111,114.8987
209,51.9390,163.5971,123.4589
210,50.6973,132.8278,120.0104
211,52.2900,132.0114,147.9034
212,51.3611,119.4916,124.6643
213,51.2371,118.3624,126.5411
214,51.6186,104.5761,136.8408
215,50.9167,110.3516,143.0054
216,50.4112,129.2572,123.3521
217,50.4608,109.0622,123.0927
218,51.6777,104.4998,167.3737
219,51.2161,102.8214,118.4387
220,55.2082,125.7172,111.7096
221,52.4178,117.5079,110.2295
222,51.4832,143.4250,109.4513
223,54.8935,118.1564,111.0382
224,61.9259,123.7106,119.7357
225,56.7150,129.2267,128.1586
226,51.0025,111.2823,114.0594
227,50.5810,121.7957,112.8082
228,50.3464,128.9673,121.2463
229,50.5238,184.6619,109.1461
230,50.7050,133.0338,113.6780
231,50.9396,123.6038,138.0920
232,51.8131,131.8207,115.2802
233,50.8690,147.9263,113.0524
234,50.3883,135.1852,109.0240
235,50.3788,135.4980,109.3292
236,54.3537,176.6968,121.3837
237,54.0295,125.9766,129.8065
238,54.7638,124.1760,135.3149
239,58.2352,117.9962,113.3270
240,52.7191,117.7750,115.0818
241,54.0237,123.8022,109.0240
242,56.1104,116.9586,115.1581
243,60.7777,120.8878,120.8954
244,57.5142,103.8055,142.1356
245,52.1660,119.5755,168.6859
246,51.5842,106.1554,128.7842
247,53.2112,101.7532,122.1313
248,50.3864,104.8889,117.5842
249,51.3954,124.6796,108.5815
250,50.2167,105.2704,108.1848
251,50.9110,104.7516,134.4452
252,50.2453,103.4927,113.4796
253,52.3396,101.1505,122.2839
254,51.1494,104.3243,131.0272
255,51.2161,116.4322,110.3210
256,51.8360,125.5493,114.0289
257,52.1107,103.4088,113.2202
258,54.9526,102.9663,136.0168
259,53.3848,101.1047,112.5641
260,50.8385,114.5401,113.7085
261,52.8717,101.8524,109.2987
262,58.5518,100.2502,125.0458
263,58.2962,130.9738,136.1084
264,52.8965,114.5782,123.0621
265,53.0262,104.3549,127.0142
266,52.1221,104.4617,107.8033
267,50.7469,99.9832,107.0404
268,50.5943,102.0813,112.8235
269,51.3535,118.8889,119.6899
270,51.0654,121.5439,113.0066
271,50.5905,102.3941,147.6288
272,51.2180,103.3630,130.5389
273,51.8570,102.5696,109.5886
274,51.6911,120.4834,110.8398
275,52.2366,101.3641,113.0066
276,51.5728,125.5341,108.6884
277,56.8752,101.9974,109.0240
278,52.1660,102.4780,138.6871
279,51.5289,110.9238,116.0583
280,50.8843,101.1353,122.9095
281,58.8322,110.7407,133.4686
282,69.2787,101.8219,110.2295
283,60.2570,129.6692,113.5712
284,57.4265,110.1532,117.5842
285,57.8499,103.5385,125.0916
286,57.0164,101.3565,108.6578
287,57.1652,105.3772,116.0736
288,58.8474,119.8120,125.9613
289,57.4360,105.9036,120.4529
290,57.4532,216.4230,123.0621
291,58.5480,222.9538,132.4005
292,59.7782,111.6714,116.5466
293,67.2188,104.5151,108.6884
294,67.9321,100.4944,109.9701
295,58.5289,108.1543,108.3221
296,53.4897,112.8464,111.8622
297,52.9842,104.9728,121.4447
298,51.7502,128.4790,144.7601
299,59.1621,99.1821,121.4447
300,59.1145,106.6132,109.7107
301,51.7139,116.9128,108.7494
302,51.3516,101.4175,116.0583
303,51.1360,103.3249,109.5428
304,51.9428,99.8383,119.7205
305,51.0788,139.8621,127.3804
306,51.3954,108.5968,125.1068
307,53.1216,105.6137,128.2959
308,51.4660,101.6922,122.0398
309,50.9605,107.8339,110.7025
310,50.6096,105.8426,115.8142
311,51.0140,120.6741,136.3983
312,51.4545,117.4469,109.8022
313,59.7000,104.9881,107.1777
314,54.0085,115.2725,108.5815
315,51.0922,111.7172,123.0469
316,50.6535,98.0530,122.4060
317,51.2886,101.0742,122.1771
318,59.4845,131.5384,137.9700
319,60.0548,102.1881,111.2366
320,51.8036,110.1837,112.1063
321,52.8259,104.8203,113.2507
322,52.6810,102.4323,114.0289
323,51.0140,105.5679,112.8235
324,51.1723,116.9205,129.6234
325,51.2676,129.9515,143.5547
326,52.2766,101.4633,116.5771
327,52.5284,101.7685,108.0170
328,50.2434,100.6927,112.3657
329,51.0235,105.4611,112.5183
330,52.9919,117.0120,114.6240
331,51.4412,103.6530,195.2667
332,60.0967,129.4098,252.7466
333,52.6619,109.4589,117.1722
334,51.7693,109.2072,112.2742
335,52.3663,100.7538,113.5406
336,53.5545,98.0759,113.6017
337,58.9314,99.2355,111.5723
338,60.0624,113.6169,110.5957
339,52.6524,131.4468,132.7057
340,50.8862,102.4323,120.3766
341,51.3668,99.0982,122.4060
342,51.6186,100.1587,127.2278
343,50.9434,120.4300,108.7341
344,51.2123,105.1483,113.0066
345,52.1488,130.4932,110.7941
346,52.1565,102.8976,136.7493
347,52.2213,102.4399,109.2834
348,53.3390,100.0443,134.3079
349,51.0559,115.0742,113.6475
350,50.9090,102.3178,134.7046
351,59.7172,100.5096,116.5619
352,54.3213,136.7874,121.5820
353,51.8646,110.8627,127.4872
354,50.9586,110.2295,112.5793
355,51.7178,100.7767,109.6497
356,60.7319,104.6448,110.1837
357,59.3929,105.4993,122.6501
358,52.2194,119.3161,114.2426
359,51.0025,131.0043,152.2827
360,50.7355,101.3412,116.3483
361,51.3763,107.1930,106.0486
362,50.9682,113.7695,110.3821
363,51.1246,105.2933,110.5042
364,51.6357,99.2889,110.3210
365,51.9466,105.1254,114.0442
366,50.8575,120.3461,149.1852
367,51.9199,105.8044,113.9069
368,52.2289,118.0801,130.2490
369,52.9385,105.3314,112.4268
370,60.7033,103.4546,107.0709
371,56.2248,113.8229,108.0170
372,51.9409,136.6653,118.2251
373,51.1437,103.5690,124.0234
374,52.3834,101.3184,111.5875
375,59.9270,104.7897,127.5330
376,61.8610,104.8203,117.7216
377,52.7477,102.5391,129.4250
378,52.5837,113.4567,110.2905
379,51.5995,130.9357,134.4452
380,50.7183,106.1325,111.0382
381,51.2066,121.2616,113.5864
382,52.1240,99.2889,107.7118
383,52.1889,101.1963,115.0513
