Iteration,GA,PSO,ECPPSO,PSO_GA,ECPPSO_GA,ECPPSO_SE_GA,ECPPSO_NEP_GA
384,51.6663,99.9527,122.4518
385,51.0273,99.8306,113.2813
386,50.8862,127.3880,150.3906
387,52.0649,122.9095,111.7096
388,51.8360,103.0045,113.4491
389,60.6785,98.3200,115.9210
390,53.2703,117.2867,109.3292
391,51.7998,104.8737,111.4044
392,50.7584,110.4507,135.9253
393,51.1456,120.6207,123.0164
394,54.8058,101.9135,111.5875
395,62.0480,101.6159,124.0845
396,53.5393,99.5560,110.3516
397,51.3496,111.4044,106.8115
398,50.3674,103.3630,110.2295
399,50.5638,134.7275,136.5509
400,52.3720,111.6867,111.8774
401,52.4712,103.1342,130.8441
402,51.2657,101.8906,111.0229
403,50.8709,102.2110,127.8381
404,51.1589,104.7134,153.3661
405,50.7908,103.9047,159.7748
406,50.9872,138.5956,172.8821
407,51.1780,102.3178,144.5770
408,55.5344,106.5140,138.8397
409,56.6826,115.9439,122.4213
410,53.1578,105.3238,136.3525
411,51.8303,97.9233,150.8636
412,51.0788,102.2949,151.4893
413,51.9733,126.5259,151.2604
414,60.9207,109.2987,130.0812
415,57.8690,101.5320,111.1603
416,51.4851,119.7052,120.5139
417,52.4941,105.3619,124.6338
418,52.0458,106.1096,113.5254
419,51.0559,121.1700,155.4413
420,51.8265,123.0164,119.6136
421,50.5257,105.9570,111.5112
422,50.7145,100.2655,110.1379
423,51.9333,100.9827,107.4524
424,52.6352,102.5696,114.2731
425,53.4325,121.2387,131.2866
426,51.2981,180.6870,144.4702
427,54.5311,238.0905,111.9690
428,55.3017,132.8583,147.4762
429,52.2461,99.9374,110.7178
430,51.4622,101.7914,111.2061
431,51.8246,98.7320,117.5690
432,51.9714,100.8224,119.4763
433,60.1997,118.1412,131.4087
434,59.3987,131.3477,121.0480
435,53.6480,103.4698,118.3624
436,50.4837,115.4938,112.1521
437,51.6510,101.6693,127.9602
438,51.1837,102.8976,112.6251
439,52.6066,103.8742,136.7950
440,52.5150,99.2279,114.4257
441,51.5041,123.9548,109.5276
442,52.3338,109.9854,120.6055
443,52.8278,114.1968,119.2169
444,51.2676,103.8132,111.3129
445,52.4006,123.4894,115.9668
446,53.8902,120.8038,159.8969
447,55.4447,111.6333,111.8927
448,52.2308,138.6032,110.4126
449,52.0306,117.7826,114.7614
450,52.6047,107.9407,110.2448
451,53.9360,133.8806,124.8169
452,58.3611,112.8769,123.2452
453,56.6979,101.7914,128.6316
454,53.0186,119.7205,114.2120
455,50.8213,127.7924,125.4120
456,52.2251,99.5636,115.3564
457,50.6153,101.3336,107.0099
458,50.9396,104.6143,106.5216
459,50.9300,104.2709,135.0861
460,50.7965,101.1963,133.5144
461,51.2600,130.4855,113.6475
462,51.8284,120.1630,112.0453
463,50.8919,114.2044,121.7194
464,51.2619,109.7260,119.7205
465,54.7066,102.4170,107.3303
466,56.3374,106.0333,225.5707
467,53.2455,103.1189,233.4137
468,52.8812,125.7401,119.0796
469,50.8957,102.4323,115.2954
470,51.1513,106.7505,123.0164
471,56.8485,112.4878,126.2665
472,62.9559,109.3521,109.3597
473,53.2932,118.0191,114.4714
474,50.7851,99.7696,140.6097
475,51.7731,127.2354,141.1285
476,51.5251,110.8704,128.2654
477,53.3180,101.0895,126.4954
478,51.3802,105.3391,152.6947
479,52.2080,99.9222,165.3748
480,50.8537,106.5750,167.9688
481,51.0635,101.8906,180.1605
482,51.5938,142.3645,160.0647
483,51.2161,108.4137,153.4271
484,52.4521,103.6072,154.3427
485,57.1137,105.5832,159.3323
486,51.6167,98.4726,154.8920
487,50.9262,103.7216,186.1572
488,51.4755,110.4660,156.4636
489,52.4979,122.4442,166.0156
490,54.5273,117.8894,161.7889
491,63.0226,111.5875,161.6821
492,54.5921,113.4644,162.3383
493,50.6973,100.4257,158.5236
494,51.7807,105.2170,182.8003
495,52.6047,127.7771,157.6233
496,50.7546,102.9358,150.3296
497,51.2543,101.0208,161.7889
498,50.7393,102.6764,171.6614
499,51.4984,116.7526,164.5660
500,52.2842,102.9892,169.5099
