Iteration, PSO,ECPPSO,ECPPSO_GA
130,62.5300,79.3100,80.2400
131,62.5300,79.3900,80.4800
132,62.6300,79.3100,80.5600
133,62.7400,79.1200,80.5500
134,62.9500,79.3500,80.7600
135,63.1500,79.6800,80.8000
136,63.3600,79.7200,80.7400
137,63.3600,79.9300,80.8700
138,63.3600,80.0900,80.8700
139,63.4000,80.2200,80.9500
140,63.5500,80.2600,80.9500
141,63.6200,80.2200,80.9900
142,63.6600,80.2600,80.9200
143,64.0000,80.2200,80.9900
144,64.0200,80.2900,81.0400
145,64.2200,80.3200,81.0700
146,64.4200,80.1900,81.1900
147,64.5600,80.1400,81.2100
148,64.7300,80.1500,81.2800
149,64.8200,80.3100,81.3300
150,64.8800,80.1900,81.3600
151,64.8800,80.1600,81.3500
152,64.9600,80.3700,81.4000
153,64.9600,80.4800,81.4500
154,64.9800,80.5900,81.7100
155,65.0600,80.7200,81.7100
156,65.0600,80.7000,81.9100
157,65.3800,80.7000,81.8600
158,65.4900,80.6800,82.0700
159,65.5200,80.6900,82.1800
160,65.6400,80.7600,82.0900
161,65.8000,80.6900,82.1000
162,65.8600,80.5700,82.1800
163,65.9300,80.5500,82.1100
164,66.0600,80.7000,82.1100
165,66.1400,80.7800,82.3000
166,66.2800,80.8500,82.3000
167,66.5000,80.5900,82.3300
168,66.5000,80.7100,82.3300
169,66.5400,80.8300,82.3800
170,66.6900,81.0000,82.3200
171,66.7800,81.0100,82.4800
172,66.9200,81.1400,82.7100
173,66.9200,81.2900,82.8000
174,66.9200,81.3300,82.9200
175,67.0200,81.3200,82.9400
176,67.2400,81.3400,83.0300
177,67.6300,81.4000,82.8300
178,67.6300,81.4000,82.9800
179,67.6300,81.2900,82.9800
180,67.9100,81.2200,83.0600
181,68.0300,81.2100,83.0600
182,68.0300,81.3100,83.0600
183,68.0300,81.4200,83.2100
184,68.2400,81.4100,83.2600
185,68.4200,81.3400,83.2200
186,68.5200,81.2700,83.1400
187,68.5200,81.3500,83.3000
188,68.5200,81.4200,83.1400
189,68.5900,81.4200,83.4100
190,68.5900,81.4600,83.4100
191,68.6800,81.5500,83.4100
192,68.7600,81.5800,83.4700
193,68.7600,81.4100,83.4300
194,68.8600,81.2700,83.4400
195,68.9300,81.3900,83.5700
196,68.9300,81.4300,83.5700
197,68.9600,81.5500,83.5700
198,69.0200,81.4800,83.6700
199,69.0200,81.3000,83.8400
200,69.1200,81.3000,83.7600
201,69.2100,81.4000,83.7400
202,69.4000,81.4300,83.7400
203,69.4000,81.4000,83.8000
204,69.4000,81.4400,84.0100
205,69.4000,81.4300,84.0100
206,69.4000,81.4900,84.0100
207,69.4100,81.4900,84.0100
208,69.5800,81.4900,84.0300
209,69.6300,81.5000,84.1900
210,69.6300,81.5200,84.1000
211,69.6900,81.5400,84.2000
212,69.6900,81.5200,84.2700
213,69.6900,81.5200,84.2700
214,69.7300,81.5300,84.3400
215,70.0700,81.5200,84.4000
216,70.1900,81.4800,84.4600
217,70.1900,81.5000,84.4000
218,70.1900,81.5000,84.4500
219,70.2400,81.5000,84.4700
220,70.2400,81.4900,84.5800
221,70.2400,81.4900,84.5900
222,70.3800,81.5200,84.5200
223,70.3800,81.5300,84.5600
224,70.3800,81.5300,84.5900
225,70.3800,81.5200,84.6700
226,70.4800,81.5300,84.6300
227,70.4800,81.5600,84.6100
228,70.4800,81.6400,84.6600
229,70.4800,81.6700,84.5700
230,70.4800,81.6600,84.5900
231,70.6300,81.6600,84.5600
232,70.6300,81.6700,84.5600
233,70.6300,81.6500,84.6300
234,70.7800,81.6400,84.6000
235,70.7900,81.6400,84.7800
236,70.8300,81.6500,84.7500
237,70.9300,81.6500,84.7800
238,70.9300,81.6500,84.7800
239,70.9300,81.6400,84.8500
240,70.9800,81.6300,84.8500
241,71.0700,81.6400,84.9200
242,71.1000,81.6300,84.9700
243,71.1000,81.6400,84.9500
244,71.2400,81.6500,84.9800
245,71.2700,81.6500,85.0200
246,71.3400,81.6600,85.0200
247,71.3400,81.6600,85.0700
248,71.3900,81.6400,85.0800
249,71.5000,81.6600,85.0500
250,71.5000,81.6400,85.1700
251,71.5000,81.6500,85.0500
252,71.5000,81.6400,85.0500
253,71.5000,81.6500,85.0700
254,71.5100,81.6300,85.0700
255,71.5900,81.6500,85.0700
256,71.6300,81.6600,85.1000
257,71.6700,81.6600,85.1100
258,71.6700,81.6600,85.2000
259,71.6700,81.6600,85.2000
260,71.6700,81.6600,85.2000
261,71.7800,81.6600,85.2200
262,71.7800,81.6600,85.2600
263,71.7800,81.6600,85.2500
264,71.7800,81.6600,85.3100
265,71.7800,81.6600,85.3600
266,71.8100,81.6600,85.4500
267,71.8100,81.6600,85.4700
268,71.8800,81.6600,85.4400
269,71.8800,81.6600,85.4900
270,71.8800,81.6600,85.4400
271,71.8800,81.6500,85.5400
272,71.9200,81.6500,85.5400
273,71.9200,81.6500,85.5400
274,71.9200,81.6500,85.5300
275,71.9400,81.6500,85.5600
276,71.9400,81.6500,85.6400
277,71.9600,81.6500,85.7600
278,71.9600,81.6500,85.6600
279,72.0000,81.6500,85.6700
280,72.0100,81.6500,85.6900
281,72.0900,81.6500,85.8000
282,72.0900,81.6500,85.6800
283,72.0900,81.6500,85.7000
284,72.0900,81.6500,85.7100
285,72.0900,81.6500,85.7000
286,72.0900,81.6500,85.7000
287,72.0900,81.6400,85.7000
288,72.1000,81.6400,85.7000
289,72.1000,81.6400,85.7200
290,72.1700,81.6500,85.8200
291,72.1700,81.6500,85.9600
292,72.2200,81.6500,85.9300
293,72.2200,81.6500,85.9200
294,72.2300,81.6500,85.9300
295,72.2300,81.6600,86.0000
296,72.2600,81.6400,86.0100
297,72.2600,81.6500,86.0300
298,72.2600,81.6500,86.0600
299,72.2800,81.6700,86.0600
300,72.2800,81.6600,86.0800
301,72.2800,81.6800,86.0800
302,72.2800,81.6700,86.0800
303,72.2800,81.6800,86.0900
304,72.3200,81.6800,86.0700
305,72.3200,81.6700,86.0900
306,72.3200,81.6600,86.0900
307,72.3200,81.6600,86.1200
308,72.3700,81.6600,86.0200
309,72.3700,81.6600,86.1200
310,72.3700,81.6600,86.1300
311,72.3700,81.6600,86.1200
312,72.3800,81.6600,86.1200
313,72.3800,81.6600,86.1200
314,72.3800,81.6700,86.1800
315,72.4000,81.6500,86.2200
316,72.4200,81.6700,86.2300
317,72.4200,81.6400,86.2200
318,72.4200,81.6500,86.2200
319,72.4300,81.6500,86.1900
320,72.4300,81.6500,86.1900
321,72.4300,81.6500,86.1900
322,72.5300,81.6500,86.2000
323,72.5300,81.6500,86.2300
324,72.5300,81.6500,86.2300
325,72.5300,81.6500,86.2500
326,72.5800,81.6500,86.3100
327,72.5900,81.6500,86.3600
328,72.5900,81.6500,86.3700
329,72.6000,81.6500,86.3800
330,72.6000,81.6500,86.3800
331,72.6000,81.6500,86.3800
332,72.6100,81.6500,86.3800
333,72.6100,81.6500,86.4100
334,72.6100,81.6500,86.4100
335,72.6500,81.6500,86.5100
336,72.7200,81.6500,86.5300
337,72.7400,81.6500,86.5900
338,72.7400,81.6400,86.6300
339,72.8400,81.6500,86.6500
340,72.8400,81.6400,86.5900
341,72.9000,81.6400,86.6000
342,72.9000,81.6400,86.6100
343,72.9000,81.6500,86.6600
344,72.9000,81.6500,86.6500
345,72.9000,81.6300,86.6500
346,72.9100,81.6500,86.6500
347,72.9100,81.6500,86.6500
348,72.9100,81.6300,86.7500
349,72.9500,81.6500,86.7500
350,72.9500,81.6400,86.7200
351,72.9500,81.6500,86.7200
352,72.9500,81.6500,86.7500
353,72.9500,81.6400,86.7500
354,72.9600,81.6500,86.7800
355,72.9600,81.6500,86.7700
356,72.9700,81.6500,86.7700
357,73.0500,81.6400,86.7700
358,73.0500,81.6400,86.7700
359,73.0500,81.6400,86.8000
360,73.0700,81.6500,86.8100
361,73.0700,81.6500,86.7700
362,73.0700,81.6500,86.7700
363,73.0700,81.6500,86.7700
364,73.0700,81.6500,86.7700
365,73.1000,81.6500,86.8500
366,73.1000,81.6500,86.9100
367,73.1500,81.6500,86.8600
368,73.1500,81.6500,86.8700
369,73.1800,81.6500,86.9200
370,73.1800,81.6500,86.9200
371,73.2600,81.6500,86.9200
372,73.2600,81.6500,87.0200
373,73.2600,81.6500,86.9500
374,73.2800,81.6500,87.0100
375,73.2800,81.6500,86.9500
376,73.2800,81.6500,86.9500
377,73.3200,81.6500,86.9500
378,73.3200,81.6500,86.9500
379,73.3200,81.6500,86.9600
380,73.3200,81.6500,86.9700
381,73.3200,81.6500,86.9700
382,73.3600,81.6500,86.9900
383,73.3600,81.6500,87.0200
384,73.4200,81.6500,87.0300
385,73.4200,81.6500,87.0300
386,73.4200,81.6500,87.0100
387,73.4700,81.6500,86.9800
388,73.4700,81.6500,87.0500
389,73.4700,81.6500,87.0700
390,73.4700,81.6500,87.0500
391,73.4800,81.6500,87.0500
392,73.4800,81.6500,87.0800
393,73.5600,81.6600,87.0900
394,73.5600,81.6400,87.0600
395,73.5600,81.6500,87.0900
396,73.6100,81.6600,87.0900
397,73.6100,81.6400,87.0900
398,73.6100,81.6600,87.1000
399,73.6200,81.6600,87.1600
400,73.6200,81.6600,87.2200
401,73.6200,81.6600,87.2200
402,73.6200,81.6600,87.2900
403,73.6200,81.6600,87.2900
404,73.6200,81.6400,87.2900
405,73.6200,81.6600,87.3400
406,73.6200,81.6400,87.2600
407,73.6200,81.6500,87.2400
408,73.6200,81.6400,87.2800
409,73.6200,81.6600,87.2800
410,73.6200,81.6600,87.3200
411,73.6200,81.6400,87.3200
412,73.6200,81.6600,87.3200
413,73.6200,81.6600,87.3200
414,73.6200,81.6400,87.3500
415,73.6500,81.6600,87.3600
416,73.6300,81.6600,87.3700
417,73.6300,81.6700,87.4000
418,73.6300,81.6500,87.3600
419,73.6900,81.6700,87.3300
420,73.7000,81.6700,87.3600
421,73.6900,81.6700,87.3500
422,73.6900,81.6700,87.3900
423,73.7400,81.6700,87.4000
424,73.7100,81.6700,87.4400
425,73.7300,81.6700,87.5000
426,73.7300,81.6800,87.4600
427,73.7200,81.6800,87.4800
428,73.7300,81.6800,87.4900
429,73.7300,81.6800,87.3400
430,73.7900,81.6800,87.3400
431,73.8100,81.6800,87.3400
432,73.8300,81.6800,87.3700
433,73.8600,81.6700,87.4400
434,73.8600,81.6800,87.3700
435,73.8600,81.6600,87.3700
436,73.8600,81.6600,87.4100
437,73.8600,81.6700,87.2900
438,73.9100,81.6700,87.3000
439,73.9100,81.6800,87.3700
440,73.9100,81.6400,87.3700
441,73.9100,81.6500,87.3700
442,73.9400,81.6700,87.3800
443,74.0700,81.6900,87.3400
444,74.0700,81.6800,87.4600
445,74.1000,81.6500,87.4600
446,74.1000,81.6400,87.4600
447,74.1000,81.6600,87.5000
448,74.1400,81.6700,87.5500
449,74.1400,81.6600,87.5200
450,74.1400,81.6700,87.5300
451,74.1400,81.6700,87.5300
452,74.1500,81.6700,87.5300
453,74.1500,81.6700,87.5500
454,74.1500,81.6700,87.5700
455,74.1500,81.6700,87.4700
456,74.1500,81.6700,87.4700
457,74.1500,81.6700,87.6200
458,74.1500,81.6700,87.6200
459,74.1500,81.6700,87.6200
460,74.1500,81.6700,87.6200
461,74.1600,81.6700,87.6200
462,74.1600,81.6700,87.6300
463,74.1600,81.6700,87.6200
464,74.1800,81.6700,87.6500
465,74.1800,81.6700,87.6600
466,74.1800,81.6700,87.6400
467,74.1900,81.6700,87.8300
468,74.1900,81.6700,87.8600
469,74.2200,81.6700,87.8500
470,74.2200,81.6700,87.8000
471,74.2200,81.6700,87.8200
472,74.2200,81.6700,87.8100
473,74.2200,81.6700,87.8700
474,74.2200,81.6700,87.8700
475,74.2200,81.6700,87.8900
476,74.2400,81.6700,87.8900
477,74.2400,81.6700,87.9000
478,74.2400,81.6700,87.8500
479,74.2400,81.6700,87.8800
480,74.2400,81.6700,87.8600
481,74.2700,81.6700,88.0200
482,74.2700,81.6700,88.0400
483,74.2700,81.6700,88.0000
484,74.2700,81.6700,88.0000
485,74.2700,81.6700,87.9900
486,74.2700,81.6700,87.9900
487,74.2700,81.6700,88.0500
488,74.2700,81.6700,88.0700
489,74.2700,81.6700,88.1100
490,74.2700,81.6700,88.0700
491,74.2700,81.6700,88.0700
492,74.2700,81.6700,88.0700
493,74.2700,81.6700,88.1100
494,74.2700,81.6700,88.1500
495,74.2700,81.6700,88.1800
496,74.2700,81.6700,88.1800
497,74.3000,81.6700,88.1800
498,74.3000,81.6700,88.1800
499,74.3000,81.6700,88.2400
500,74.3000,81.6700,88.2000
